Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $1877.13/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method
0x9a969381ea7d99f07331c064163478682ca7c89ab3f6143f5c3e02e7f4962ef1,12520035,1622167452,2021/5/28 2:04,0xc2f82a1f287b5b5aebff7c19e83e0a16cf3bd041,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,1.35,0,2534.1255,0.001364265,2.560902759,2412.36,Error(0),Reverted,Create Bid
0xcd702d758c474eabeb279342f85ab6155024d7512357056e67ba52cc4da7e525,12538217,1622411252,2021/5/30 21:47,0x55e2780588aa5000f464f700d2676fd0a22ee160,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0.1,0,187.713,0.00173349,3.253986342,2386.91,,,Create Bid
0x2bc63824554e0a803e8bcd6e2763b0f630b3fac948cb4f49da05c88bc486e5e2,12543843,1622487259,2021/5/31 18:54,0x25cbcfa16e43e58517f80d583087ea89241293e6,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.002376337,4.460693473,2707.38,,,End Auction
0xbb365ff9e9c20bbb71e58793148491091ca8054d4e636e78dc7d43fbcd344a8a,12545334,1622506979,2021/6/1 0:22,0x2ae8c972fb2e6c00dded8986e2dc672ed190da06,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.002362056,4.433886179,2634.23,,,End Auction
0x5e6ba61390f02fecf52db20256c46e73b8014803f9a7c0e6b162ac18c7b842c2,12553764,1622620193,2021/6/2 7:49,0x7405fe24003a50e4f4117d35e9b5a9f5e512fede,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0.6942,0,1303.103646,0.002243604,4.211536377,2706.52,,,Create Bid
0x37b76eb209ca5c539b43e961a508746e9dac63eacaa1ab35b66860718f510087,12602509,1623271087,2021/6/9 20:38,0xa83444576f86c8b59a542ec2f286a19ab12c2666,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.0021788,4.089890844,2610.64,,,Cancel Auction
0xe1b04b27e55b759b8055679f8c3f79dfa21d2739cc0c335dac057270d5ba7d3b,12608665,1623353197,2021/6/10 19:26,0x5d3183cb8967e3c9b605dc35081e5778ee462328,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,1,0,1877.13,0.0020394,3.828218922,2471.56,,,Create Bid
0x63de9b7579781f6f4000f3bd33f9b030ca1febb19c8dec9c81244ea97045c70a,12614704,1623434126,2021/6/11 17:55,0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,1.2,0,2252.556,0.00311223,5.8420603,2355.09,,,Create Bid
0xcb3a020f6ecd9b4f1ccefa3375245e454d169a31873ed38b1442829cc1930515,12614993,1623437946,2021/6/11 18:59,0xf23baed3fa39c98c9a6046f3b0c549a543f7c863,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,1.32,0,2477.8116,0.001403333,2.634238099,2355.09,,,Create Bid
0x2dc4450f75886339497577417fedc2eca633e9c913455ed093e6dbc25f77756c,12630676,1623648147,2021/6/14 5:22,0x1e341aa44c293d95d13d778492d417d1be4e63d5,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,1,0,1877.13,0.00132561,2.488342299,2582.12,,,Create Bid
0xa0a5179994dd33ccfef7414a93537da27959e1ed0713dd65af3972468399fac0,12647168,1623868266,2021/6/16 18:31,0x5090c4fead5be112b643bc75d61bf42339675448,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.001286186,2.414338326,2367.7,,,End Auction
0xb8093e5030c90e2bc2d4b571d757c970cc303aeaab53463a12ecb45297fa3a3c,12649216,1623896164,2021/6/17 2:16,0x795aff8df356872fa867fa77241bbf27efbd5eba,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0.1,0,187.713,0.00142758,2.679753245,2372.31,,,Create Bid
0x45c5cebda71499bbdb27c6d479250fe5efcf504fd3894b4a066b05baa9046355,12652780,1623944302,2021/6/17 15:38,0x8fac841807e21807f511daf3c04a34cd78661f4c,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0.1,0,187.713,0.00234531,4.40245176,2372.31,,,Create Bid
0x2d6ca2dda912443c568c3c97e2902c996a5c691f9bbd5b016a514951fe80ee56,12657810,1624010860,2021/6/18 10:07,0x3b3525f60eeea4a1ef554df5425912c2a532875d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.001239828,2.327318334,2233.57,,,End Auction
0xf7c9b47f1e669731530f2983bb8f09e8b3c448eab6b6ad6fcc28002e3416902d,12659242,1624030948,2021/6/18 15:42,0x3b3525f60eeea4a1ef554df5425912c2a532875d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.003202889,6.012239029,2233.57,,,End Auction
0x1a017e77f2dfe185bdc983a0042bb1043c05f8d33727cfd8def19186cd11093a,12681967,1624337378,2021/6/22 4:49,0xf9875c1544f2c9aeacec50fed687d984ddaa9d00,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.00635612,11.93126297,1880.83,Error(0),Reverted,End Auction
0x0bc5307387f4295cc60d8f3666128dcaf4f10b8342e831cb7878fa74ca195b70,12976126,1628315646,2021/8/7 5:54,0xb672e9882984dac5b3c9af4f57490ee83139933f,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,1,0,1877.13,0.00356895,6.699383114,3162.43,,,Create Bid
0xa7596ddd6043a0b425f2b21a66f6fcff254abf5942d60f18e89deca17d42fb64,12992867,1628537421,2021/8/9 19:30,0x9428ca8b5fe52c33bd0bd7222d719d788b6467f4,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.012502011,23.46789991,3164.94,,,End Auction
0x93580d98f84412690aedd021482de9fd62e969015bf8cc7070c9090cf1425a8f,13218235,1631547797,2021/9/13 15:43,0x5090c4fead5be112b643bc75d61bf42339675448,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.011095684,20.82804086,3285.4,,,Cancel Auction
0xb4a6e677cd74634a3748a7ddacae8f60713542efcf7a8e5900507b2c4e95f0ad,13421345,1634283365,2021/10/15 7:36,0x6924686b3dcd04ae8ef91a3feccc262d020f519d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,2,0,3754.26,0.009485575,17.80565738,3868.16,,,Create Bid
0xbe11e03dc5cd01b2c1c61fde430f57c9fc2f5371fe7169de771e6025505cb984,13421345,1634283365,2021/10/15 7:36,0x6924686b3dcd04ae8ef91a3feccc262d020f519d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0.1,0,187.713,0.009486691,17.80775303,3868.16,,,Create Bid
0xa929150b140f3ae9acf70ab6c1ae077795342ae18577c55c4390aca3c112649e,13437826,1634505593,2021/10/17 21:19,0x6924686b3dcd04ae8ef91a3feccc262d020f519d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.017066033,32.03516225,3846.66,,,End Auction
0x423974284e3516b4a0c29bc14f06bd4c5903b5a2123866de44ab6b85071229df,13437831,1634505702,2021/10/17 21:21,0x6924686b3dcd04ae8ef91a3feccc262d020f519d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.016489674,30.95326134,3846.66,,,End Auction
0xa6b28f4deb925e1bd43531e74ecfcf433a843309ec83235be4faae656336f41c,13437912,1634506791,2021/10/17 21:39,0x6924686b3dcd04ae8ef91a3feccc262d020f519d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0.5,0,938.565,0.007083969,13.2975304,3846.66,,,Create Bid
0x69eb5d57f74567265816b2ff794ee17a4a52d772bbdccc821991bbf7cfcf12f8,13437913,1634506834,2021/10/17 21:40,0x6924686b3dcd04ae8ef91a3feccc262d020f519d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0.5,0,938.565,0.007938923,14.90239002,3846.66,,,Create Bid
0x1dae92f04ab8e2903561d71e3dcb9f34220462b4fc32d14d098bf4b4899e6c7f,13510192,1635484148,2021/10/29 5:09,0x6924686b3dcd04ae8ef91a3feccc262d020f519d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.022749235,42.70327217,4417.4,,,End Auction
0x0cfceab61de93229c8ff7bc6f5e5c26f84384edd7ad80f9cc9c13836f6622eaf,13510193,1635484167,2021/10/29 5:09,0x6924686b3dcd04ae8ef91a3feccc262d020f519d,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.022590663,42.40561201,4417.4,,,End Auction
0x5a5b2d93b4958e4a4917d37fb32837584fae463af6520de3255e90eb7b907cbe,13686754,1637888208,2021/11/26 0:56,0x88d01d4354da0d65c38b0196c4400525a5eebe17,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.0147624,27.71094411,4042.55,,,End Auction
0xd3c08e190a9de5c5debc2c6b13f98b8663612d359a10b4cda11fdbee569266c2,13686759,1637888245,2021/11/26 0:57,0x88d01d4354da0d65c38b0196c4400525a5eebe17,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,,0,0,0,0.012655727,23.75644416,4042.55,,,End Auction
